Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2019,1147,T,563,2083,11957,15604,35037,53983,63499,73161,83834,88790,99215,109276,97781,103988,82555,80374,81256,69272,66704,57911,49783,44405,36262,30630,24459,16720,10098,6456,4753,2584,1775,545,744,0,0,0,0,0,0,0,0,563,2083,11957,14843,31739,43100,49201,54489,59440,57809,59655,61543,48762,44440,32516,28554,22446,15130,12537,8959,8376,5652,5763,3515,2829,1878,1010,849,679,172,710,0,186,0,0,0,0,0,0,0,0,0,0,0,761,3298,10013,13877,16766,20615,22996,31397,36325,36120,44884,36799,36662,40791,33442,32629,27996,21652,20184,13049,11549,9484,6483,4376,1699,1358,861,533,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,1906,3092,7027,7849,10207,8514,10665,10903,12691,14250,16401,15752,15997,13275,14371,13385,11716,6323,5800,3030,2888,1867,517,355,363,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,344,958,314,1201,3612,3333,1558,2468,2621,1911,3375,4479,4425,3068,3218,2845,3993,1536,1346,849,509,861,178,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,774,667,779,0,1146,2389,2411,480,2055,1130,848,1004,1830,1022,337,170,339,172,0,182,0,0,0,0,0,0,0,0,0
2019,1147,U,303,952,11714,14913,32787,51558,63579,70637,82536,87943,97453,110912,99247,102048,83071,80854,79301,69888,66431,57025,49771,44053,36272,30843,25086,16878,10188,6661,4660,2550,1687,575,789,0,0,0,0,0,0,0,0,303,952,11714,14107,30164,41247,49955,52461,58901,57233,59155,62306,50181,44556,34193,29558,23188,15891,13080,9247,8803,5528,6166,3566,3003,1996,1072,900,717,182,750,0,197,0,0,0,0,0,0,0,0,0,0,0,806,2623,9374,13170,16110,20259,23731,30774,36536,35963,42879,36291,36041,39650,33833,33044,28427,22008,19867,13239,11767,9893,6533,4468,1620,1434,729,562,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,2065,3376,6282,7181,10765,8364,10540,10279,12777,12922,15891,15489,15241,12866,14512,13058,11767,6360,5807,3038,3061,1972,546,375,384,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,698,342,1305,3903,3354,1678,2479,2655,1880,2582,3767,4402,2937,2902,2853,4240,1633,1251,900,358,911,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,719,629,0,885,2392,2237,342,1693,1209,907,891,1590,907,357,180,179,182,0,192,0,0,0,0,0,0,0,0,0
2019,1147,R,4032,19048,15625,27304,72202,85627,62500,103448,97959,97928,119002,90395,79585,128834,75881,74505,105611,60819,70560,70474,49941,49444,36129,27360,14306,14225,8658,3017,6410,3165,3361,0,0,0,0,0,0,0,0,0,0,4032,19048,15625,27304,57762,67278,39773,78818,65306,64030,65259,52731,31142,42945,10840,16298,13201,4678,4866,4860,2378,7417,0,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14440,18349,22727,24631,24490,15066,38388,33898,38062,70552,43360,44237,55006,28070,26764,21871,16647,24722,10323,8208,2861,5690,2886,3017,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15066,15355,3766,10381,12270,18970,11641,30803,23392,19465,26731,19025,12361,18065,10944,5722,5690,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082,3766,0,0,0,3067,0,2328,2200,2339,14599,14581,4756,4944,7742,2736,0,0,2886,0,3205,0,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082,0,0,0,0,0,2710,0,4400,2339,4866,2430,7134,0,0,2736,5722,2845,0,0,3205,0,0,0,0,0,0,0,0,0,0,0,0
2019,1149,T,2795,4356,9176,17977,42002,49372,60717,70069,84756,70741,98878,91976,92406,90201,81191,79072,74013,74593,63019,55917,51266,43577,40039,25596,25085,17033,11335,7615,2493,2784,244,489,246,0,0,0,0,0,0,0,0,2446,3993,7708,15886,35299,35327,46047,42932,51014,44815,53622,43906,44444,30340,23541,19374,19073,15198,13444,9818,9457,6609,6493,3063,3081,1793,680,1385,0,696,0,0,49,0,0,0,0,0,0,0,0,349,363,1468,2090,4468,11492,12632,21871,24905,20370,32326,32551,30056,39907,36993,40324,33171,33797,25207,23477,18709,16729,15799,10063,8802,4258,5214,1615,453,464,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1340,2554,2037,4455,7632,3704,8367,10977,11191,14487,14653,11714,15756,19198,17645,14299,15753,15489,11038,8532,7482,7172,2267,1846,1133,696,244,489,49,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,810,1205,1111,3803,3407,4796,3280,5044,4280,3524,3400,4411,5122,4411,2065,3463,2844,3301,1345,1134,1385,227,928,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,761,1136,1918,2187,961,3379,2488,3000,2311,3201,2937,2685,3246,1094,2421,2465,2040,1385,680,0,0,0,49,0,0,0,0,0,0,0,0
2019,1149,U,2867,4845,7722,14110,38594,45009,57692,65779,86722,75140,95706,96538,90079,94645,82090,79871,77877,78791,65907,58872,52275,45540,38537,24617,26541,18174,10697,8429,2102,3683,322,325,326,0,0,0,0,0,0,0,0,2389,4360,5792,12542,32258,31737,47253,41316,54403,48792,58405,50219,47738,34513,27052,21436,21019,18083,15460,11829,10074,7501,7032,3149,3710,1759,891,1806,0,921,0,0,65,0,0,0,0,0,0,0,0,478,484,1931,1568,4608,10964,8791,19571,25316,22444,28957,33155,28643,41274,40423,41991,35839,36941,26309,25860,21509,18752,17159,10877,9703,5276,4754,2107,300,614,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,576,2308,1648,4349,5925,2928,5399,10239,9548,13877,11505,9397,15629,19375,16816,14856,14702,14733,8158,8015,8847,7621,2080,1806,901,921,322,325,65,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,544,1077,488,2454,2438,3321,3202,2488,4405,3503,2325,5153,4677,4084,2143,3938,1717,2568,1173,1486,1806,300,1228,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,491,488,830,1779,622,2643,1886,2067,2170,1651,1906,2411,2250,859,1712,2345,1486,903,601,0,0,0,65,0,0,0,0,0,0,0,0
2019,1149,R,2599,2894,13793,33438,53785,61638,69401,82605,78989,56879,109797,76142,100209,75472,78141,76439,61124,60204,53097,45693,47838,36970,45049,28770,20183,13327,13391,4943,3692,0,0,986,0,0,0,0,0,0,0,0,0,2599,2894,13793,29258,45817,45418,42587,47657,41074,32283,37162,21997,33403,16509,11616,12579,12584,5312,6521,2856,7360,3607,4693,2784,961,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180,3984,12976,23659,28594,23697,13836,43919,30457,34795,35377,25343,34833,24270,23019,21425,15231,9200,9919,11262,7425,5766,952,6695,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3984,3244,3155,4766,12638,6149,18581,13536,16701,16509,25343,19352,16180,18592,20494,12375,19319,18034,20648,10209,2883,5712,2869,1977,1846,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,1580,3075,8446,6768,9743,3538,13728,3870,3596,7083,1863,6663,5520,1803,1877,6497,5766,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,1689,3384,5567,3538,2112,5806,4494,6197,2795,8567,6440,3607,6570,1856,4805,2856,3826,2966,923,0,0,0,0,0,0,0,0,0,0,0,0
2019,1158,T,2463,3519,10786,19547,39506,59578,60498,72930,79269,92237,101132,103177,94180,89999,85101,74140,82198,72461,63010,51578,49571,43883,39494,21573,20852,14191,11946,6830,3091,2903,1130,0,221,0,0,0,0,0,0,0,0,2111,3519,10426,17983,31425,47663,42705,49032,51681,61107,50566,54663,40948,40309,24216,22331,20497,17097,11932,8487,6991,5589,5237,2697,2040,2060,1578,881,442,223,0,0,0,0,0,0,0,0,0,0,0,352,0,360,1564,8081,10999,13790,15657,21760,21522,36981,33823,36560,33464,38054,33050,41627,36027,24911,25898,23938,19458,13310,5618,5213,5035,4959,1763,442,670,452,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,917,3559,6180,3497,6149,9057,11616,10237,11662,17758,12506,14580,13230,16956,12622,11863,11799,14183,9213,8613,3433,2930,1983,1325,1116,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1236,1554,1537,3019,2392,4972,3296,3229,3573,3381,3867,5443,2176,3601,4347,3273,2697,1813,1602,1578,1102,442,447,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,777,1922,1509,683,1462,1268,1845,2680,2113,2239,3768,2394,3178,2691,3491,1348,3173,2060,902,1102,442,447,226,0,0,0,0,0,0,0,0,0,0
2019,1158,U,2889,3749,9892,18744,34168,58896,56372,70244,71218,97329,100490,111923,102881,93926,92111,81069,89629,75216,64960,56234,50829,44547,43472,22080,22727,14784,13579,6648,2640,2699,1532,0,303,0,0,0,0,0,0,0,0,2408,3749,9421,17730,29455,47239,41379,52824,46586,66120,50502,61215,50280,45470,27968,25221,22120,18939,12111,10508,6354,5976,6086,3580,2691,1810,2066,867,293,300,0,0,0,0,0,0,0,0,0,0,0,482,0,471,1013,4713,11043,11394,12363,20348,23803,38135,37003,39838,34185,42864,38733,47687,39232,28351,29821,24862,21187,14201,6863,5981,4827,5609,1445,293,300,613,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,613,2999,4496,2677,5290,8761,11878,7735,10621,16720,12310,15800,11634,16791,11928,12983,12223,16230,9250,8971,4224,3247,1734,1760,900,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,1071,1058,2061,1370,3481,3319,3040,3003,2585,4058,4679,1988,3867,3803,4057,1790,2093,1810,1476,1156,293,600,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,535,1058,1031,457,1547,332,1520,1802,1436,1353,3028,1988,2762,1358,2898,597,2990,2112,1181,1445,0,600,306,0,0,0,0,0,0,0,0,0,0
2019,1158,R,1305,2827,13667,22260,56604,61594,72351,80309,100567,78707,102889,77236,67187,77295,63067,54031,61526,64092,56818,36313,45434,41757,27373,20027,14981,12328,6673,7414,4460,3498,0,0,0,0,0,0,0,0,0,0,0,1305,2827,13667,18836,37736,48913,46512,38610,65156,47786,50740,35230,11998,23618,12422,13943,15981,11504,11364,1862,9087,4350,2649,0,0,2845,0,927,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,18868,10870,20672,24710,25496,15460,33827,24390,26395,31133,22934,16558,24770,26294,13986,13035,20900,13919,10596,1821,2809,5690,2860,2780,892,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,5168,10811,5666,8433,9866,10840,17996,15030,21022,13072,11187,18077,17483,14898,8178,10439,7947,9103,7491,948,1907,2780,0,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633,2833,2811,5638,5420,9598,3221,3822,5229,5593,3287,7867,2793,2726,6090,883,5462,936,948,1907,927,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544,1416,4216,2819,1355,1200,4294,2867,5229,3995,4930,6119,3724,4543,6960,5298,3641,3745,1897,0,0,1784,0,0,0,0,0,0,0,0,0,0,0,0
2019,1140,T,387,1704,3792,7215,11657,20898,28198,39463,49271,66648,77375,85985,88763,87472,87347,91683,89123,82222,73666,66484,62232,54903,46011,35057,27386,21399,16292,9435,5704,3709,2073,1435,852,675,294,128,186,55,104,100,287,344,1704,3628,6586,10531,17782,22010,29274,36479,48175,53889,57971,54901,51305,46717,44114,38865,30867,24447,20380,17003,14832,10540,7182,6013,4556,3359,1818,1260,1003,578,470,251,410,98,0,53,0,52,0,48,43,0,122,629,1065,2895,5452,9038,10930,14695,18923,22054,25785,28039,31458,35769,38028,37212,33922,30366,29666,24306,20072,14668,10831,8038,6581,3659,1856,1400,554,544,276,96,73,26,53,0,52,50,96,0,0,41,0,30,157,636,1008,1726,3362,3616,4876,6412,6614,7252,9102,9739,10798,12368,12187,11923,11357,11220,9048,6980,5826,3884,2393,1604,723,554,322,226,121,122,103,53,55,0,25,120,0,0,0,0,0,31,33,144,135,347,807,1020,1221,1164,1491,2057,2026,2436,2134,2645,2616,3262,3088,2779,2512,2103,1554,1059,573,420,313,49,75,48,0,0,27,0,0,25,24,0,0,0,0,30,31,67,0,0,69,140,64,444,349,429,640,465,909,796,906,1024,1145,1091,1380,1050,876,914,506,412,163,72,49,25,0,0,0,0,0,0,0,0
2019,1140,U,387,1704,3792,7215,11657,20898,28198,39463,49271,66648,77375,85985,88763,87472,87347,91683,89123,82222,73666,66484,62232,54903,46011,35057,27386,21399,16292,9435,5704,3709,2073,1435,852,675,294,128,186,55,104,100,287,344,1704,3628,6586,10531,17782,22010,29274,36479,48175,53889,57971,54901,51305,46717,44114,38865,30867,24447,20380,17003,14832,10540,7182,6013,4556,3359,1818,1260,1003,578,470,251,410,98,0,53,0,52,0,48,43,0,122,629,1065,2895,5452,9038,10930,14695,18923,22054,25785,28039,31458,35769,38028,37212,33922,30366,29666,24306,20072,14668,10831,8038,6581,3659,1856,1400,554,544,276,96,73,26,53,0,52,50,96,0,0,41,0,30,157,636,1008,1726,3362,3616,4876,6412,6614,7252,9102,9739,10798,12368,12187,11923,11357,11220,9048,6980,5826,3884,2393,1604,723,554,322,226,121,122,103,53,55,0,25,120,0,0,0,0,0,31,33,144,135,347,807,1020,1221,1164,1491,2057,2026,2436,2134,2645,2616,3262,3088,2779,2512,2103,1554,1059,573,420,313,49,75,48,0,0,27,0,0,25,24,0,0,0,0,30,31,67,0,0,69,140,64,444,349,429,640,465,909,796,906,1024,1145,1091,1380,1050,876,914,506,412,163,72,49,25,0,0,0,0,0,0,0,0
2019,1140,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2019,3700,T,1714,5061,12150,22045,38032,53859,68112,77541,82120,93198,96497,94377,90170,84948,79563,77463,73311,68036,59435,55422,48702,42459,35303,26738,19747,14740,11047,6634,3902,1922,860,332,194,153,63,44,22,56,11,0,79,1613,4710,10926,18871,31501,40910,48803,51307,51117,55588,53377,47064,40600,32554,25788,22498,18378,14811,11488,9578,8387,6437,5388,3732,2809,1897,1425,895,471,333,200,60,92,41,42,22,0,22,0,0,20,102,351,1071,2851,5636,11002,15802,20932,24081,28171,32145,34749,35556,36868,36009,36138,34380,31668,27417,24169,20041,17072,13324,9408,6735,4778,3400,2088,997,476,180,70,31,61,10,22,11,22,0,0,0,0,0,138,291,880,1629,2967,4186,5354,7033,8471,9384,10142,11098,12820,13769,14723,15418,14614,15243,13665,12521,10838,8591,6250,4741,3591,2109,1279,476,250,90,61,31,10,0,11,11,0,0,20,0,0,0,31,15,271,524,901,1193,1890,1842,2266,2678,2876,3146,3078,3621,3954,3728,4173,4020,4031,3589,2673,2289,1841,1511,819,639,324,140,30,0,10,0,0,0,0,0,0,39,0,0,15,0,0,48,16,214,375,516,662,914,1194,1552,1799,1980,2209,2184,2188,2258,2589,2399,2164,2334,1664,1482,1122,723,517,314,90,80,10,10,0,0,0,0,11,0,0
2019,3700,U,1517,4437,9075,16697,29967,43630,60724,71133,78068,92382,96467,92912,89162,83859,80304,78566,75431,70341,61818,57723,51421,44778,37123,27636,20273,15611,11803,7191,4005,1966,944,374,255,236,65,52,36,91,0,0,128,1368,4096,8047,14399,25396,34930,45763,50453,53222,60706,59505,51600,45022,36564,29687,25712,21503,17401,13613,11403,9830,7869,6430,4580,3342,2159,1694,1174,589,437,263,93,127,63,48,17,0,36,0,0,32,149,341,902,2005,4033,7204,12673,16891,19705,24903,29341,32476,34306,36537,36984,37754,37206,34861,30681,27445,22859,19555,15651,10786,7649,5730,4021,2598,1163,539,217,109,48,95,0,35,18,36,0,0,0,0,0,100,293,538,1268,1886,2982,4060,5168,6197,6924,7501,8301,10378,11831,12851,13716,13484,14320,13408,12407,10557,8534,6389,4996,3906,2143,1277,539,248,109,64,47,16,0,18,18,0,0,32,0,0,0,0,0,203,402,660,728,1209,1003,1275,1686,1679,2158,2051,2500,3031,2767,3060,3541,3307,3175,2188,1993,1744,1407,778,545,218,186,47,0,16,0,0,0,0,0,0,64,0,0,25,0,0,25,0,147,353,396,421,637,646,778,1098,1218,1371,1331,1273,1494,1783,1641,1310,1548,900,983,775,499,431,233,31,16,16,16,0,0,0,0,0,0,0
2019,3700,R,1992,5996,16969,31038,51868,71238,80743,88225,88980,94613,96551,97352,92336,87404,77860,75011,68714,63062,54211,50487,42995,37605,31554,24843,18659,13009,9574,5575,3706,1839,707,255,85,0,59,30,0,0,28,0,0,1957,5631,15437,26393,41972,51069,54001,52731,47553,46710,42161,37855,31095,23507,16828,15345,11601,9225,6831,5664,5358,3438,3243,1942,1704,1375,898,364,245,137,85,0,28,0,30,30,0,0,0,0,0,35,366,1336,4275,8386,17454,21153,27670,31490,33839,37276,39365,38242,37617,33770,32543,28254,24779,20262,17145,14126,11875,8529,6501,4844,2888,2190,1121,681,357,113,0,0,0,30,0,0,0,0,0,0,0,0,196,288,1468,2241,4815,6194,7546,10268,12634,14380,15818,17407,18433,18082,18783,19090,17090,17222,14203,12761,11417,8713,5962,4235,2976,2045,1281,357,254,57,57,0,0,0,0,0,0,0,0,0,0,0,82,42,388,731,1304,1980,3073,3379,4278,4810,5576,5418,5364,6051,5945,5833,6561,5025,5547,4441,3695,2901,2035,1713,897,817,522,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,43,326,411,723,1102,1474,2371,3297,3411,3677,4025,4023,4196,3895,4282,3984,3924,3992,3247,2475,1797,1149,681,467,198,198,0,0,0,0,0,0,28,0,0
2019,1179,T,1655,4653,13043,17945,39757,58052,60951,79204,88976,81450,78838,78362,79290,60435,62962,62856,61398,57816,39417,40072,43822,34904,29515,23791,18636,10635,8826,7867,3994,1766,318,631,0,0,0,0,0,343,0,0,0,1241,4653,10870,14100,31237,38966,45104,50149,48210,43831,35961,32944,25476,17414,13594,15095,13069,9755,5598,6759,4408,6175,4498,3701,3106,1679,1471,1210,0,589,0,316,0,0,0,0,0,0,0,0,0,414,0,2174,3845,7302,16302,12190,22687,32258,26920,29737,31985,36067,27145,28381,23014,24165,25220,16327,13277,11928,9934,8433,6609,4141,1399,2648,1210,1141,294,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,1217,2386,3657,5174,5672,8628,10719,10555,13740,10243,14787,18560,18740,15465,10029,13760,20485,11814,9276,8723,6471,3918,2942,3631,1141,589,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,1194,2481,2071,1383,1919,3149,3329,4770,5197,2959,4045,4898,3862,3630,3490,4216,2908,2847,1959,1177,908,1141,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,1037,960,859,2305,1431,990,2466,3331,2566,2414,3371,3490,3092,1850,2071,1679,588,908,571,0,0,316,0,0,0,0,0,0,0,0,0
2019,1179,U,878,1764,1749,8407,19216,33058,42718,59917,66890,71219,80925,67222,75574,54866,54350,62039,64310,64039,40825,39016,41006,39685,33191,22516,18992,12480,9259,7240,6145,1172,0,640,0,0,0,0,0,740,0,0,0,0,1764,875,7566,16141,24793,33398,40197,40803,44430,43674,35556,28155,17853,15413,14317,14595,12987,5954,6650,4393,8140,6424,3426,3896,1628,1157,2413,0,1172,0,640,0,0,0,0,0,0,0,0,0,878,0,875,841,3075,8264,8544,16686,21405,20908,26333,26111,35070,26127,27986,27332,26910,30452,19987,15074,13180,14246,11777,7832,6331,2170,3472,603,2235,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,777,2275,4013,4574,9634,5556,10867,8709,9734,15618,19612,16570,9356,13301,20015,11702,9636,8321,5844,5426,2894,3017,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,669,1307,642,0,1482,1306,1217,3471,1824,3135,3827,3104,2929,3053,3212,1468,2435,3256,1157,1207,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,871,0,1302,1368,896,1701,887,488,2544,2141,1468,487,0,579,0,559,0,0,0,0,0,0,0,0,0,0,0,0
2019,1179,R,2346,7317,24211,27802,62715,86149,80954,100503,113876,92904,76404,93479,84411,68387,75253,63940,57971,50761,37707,41335,47013,29562,25451,25287,18232,8671,8378,8498,1749,2366,626,622,0,0,0,0,0,0,0,0,0,2346,7317,20752,20851,48110,54899,57946,61139,56561,43160,26966,29401,21784,16786,10999,16129,11272,6091,5165,6889,4425,3980,2368,4023,2210,1734,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459,6950,12027,25338,16191,29313,44495,33650,33708,39955,37440,28598,28944,17281,20934,19289,11880,11129,10509,5117,4735,5172,1657,578,1795,1821,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577,5068,6817,8375,7541,13168,11985,17339,17699,12434,21997,22465,17713,14213,10847,14308,21018,11939,8878,9195,7182,2312,2992,4249,583,1183,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,1675,4525,2926,2247,4523,5446,6217,9841,7488,4294,5076,6198,4769,4425,3980,5327,4598,3315,578,1197,607,583,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,1498,2262,2042,4352,3473,576,3757,6091,3616,4240,6637,4548,4143,2299,3867,3468,598,1821,583,0,0,622,0,0,0,0,0,0,0,0,0
2019,1185,T,629,3293,5735,25200,45224,51181,62251,83883,80489,84796,100286,89732,91681,99276,87261,82380,71155,81769,68093,62622,55046,42414,38763,36739,27912,23841,16849,8135,4704,2372,624,649,0,0,1263,0,0,0,0,0,0,629,3293,5018,19855,36647,32283,41500,47379,48868,47035,39987,31918,29994,27921,17732,14188,10226,7927,7420,3479,4923,3729,2944,4026,1015,530,562,581,588,0,624,0,0,0,632,0,0,0,0,0,0,0,0,717,5346,7797,16535,16760,28738,24434,27824,43161,38543,34522,37746,33131,28833,21304,31289,23570,16525,17006,7924,10304,6543,5582,6887,4493,2324,1176,593,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,780,1575,3192,4660,7186,6625,11425,15658,21505,23785,25198,30206,28973,30038,23134,26528,18349,20508,18646,13588,14717,7947,3931,2324,2352,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,798,2330,0,3312,5712,2409,3396,5688,8399,5492,8095,9595,10039,13481,12083,9322,3925,7046,3045,4768,4493,581,588,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0,0,1204,2264,4137,2800,3661,2556,2920,3928,2609,2685,932,2944,5536,3552,3709,3370,2324,0,593,0,649,0,0,0,0,0,0,0,0,0
